first_order_doi,altmetric_id,source_type,title,unique_identifier,posted_on,summary,lang_checked
10.1056/nejmoa1817307,70283860,news,"How monkeypox vaccines work, who can get them and how well they prevent infection",https://www.sunjournal.com/2022/08/14/how-monkeypox-vaccines-work-who-can-get-them-and-how-well-they-prevent-infection,14/08/2022,There are two approved monkeypox vaccines in the US. Both use a related poxvirus called vaccinia to produce an immune response that protects against smallpox and monkeypox.,True
10.1056/nejmoa1817307,70283860,news,"Monkeypox Vaccines: A Virologist Explains How They Work, Who Can Get Them, and How Well They Prevent Infection",https://scitechdaily.com/monkeypox-vaccines-a-virologist-explains-how-they-work-who-can-get-them-and-how-well-they-prevent-infection,14/08/2022,The Jynneos monkeypox vaccine provides strong protection against infection but is in short supply.,True
10.1056/nejmoa1817307,70283860,news,VERIFY: Here's why scientists don't know the efficacy of the monkeypox vaccine,https://www.nation.lk/online/verify-here-s-why-scientists-don-t-know-the-efficacy-of-the-monkeypox-vaccine-188727.html,18/08/2022,"JYNNEOS has never been tested for efficacy against monkeypox in humans. It has been tested for efficacy in animals, and safety and immunogenicity in humans.",True
10.1056/nejmoa1817307,70283860,news,Here's why scientists don't know the efficacy of the JYNNEOS monkeypox vaccine,https://www.nation.lk/online/here-s-why-scientists-don-t-know-the-efficacy-of-the-jynneos-monkeypox-vaccine-188792.html,19/08/2022,"JYNNEOS has never been tested for efficacy against monkeypox in humans. It has been tested for efficacy in animals, and safety and immunogenicity in humans.",True
10.1056/nejmoa1817307,70283860,news,A Risky Monkeypox Vaccine Is Looking Better All the Time,https://www.theatlantic.com/health/archive/2022/08/monkeypox-vaccine-jynneos-intradermal-injection-acam2000/671220,24/08/2022,"The transition from Monkeypox Inoculation Plan A to Monkeypox Inoculation Plan B has been a smashing success—at least, if you ask federal officials.",True
10.1056/nejmoa1817307,70283860,news,A Risky Monkeypox Vaccine Is Looking Better All the Time,https://www.msn.com/en-ph/news/us/a-risky-monkeypox-vaccine-is-looking-better-all-the-time/ar-aa113prl?li=bbr8rir&srcref=rss,24/08/2022,"The transition from Monkeypox Inoculation Plan A to Monkeypox Inoculation Plan B has been a smashing success—at least, if you ask federal officials.",True
10.1056/nejmoa1817307,70283860,news,A Risky Monkeypox Vaccine Is Looking Better All the Time,https://www.newsbreak.com/news/2717852816410/a-risky-monkeypox-vaccine-is-looking-better-all-the-time,24/08/2022,"- NewsBreak But this new strategy of intradermal dosing “is a gamble,” says Caitlin Rivers, an epidemiologist at Johns Hopkins, and its weaknesses are already beginning to show.",True
10.1056/nejmoa1817307,70283860,news,A Risky Monkeypox Vaccine Is Looking Better All the Time,https://nccrea.com/a-risky-monkeypox-vaccine-is-looking-better-all-the-time,24/08/2022,"The transition from Monkeypox Inoculation Plan A to Monkeypox Inoculation Plan B has been a smashing success—at least, if you ask federal officials.",True
10.1056/nejmoa1817307,70283860,news,A Risky Monkeypox Vaccine Is Looking Better All the Time,https://knews.uk/a-risky-monkeypox-vaccine-is-looking-better-all-the-time,30/08/2022,"The transition from Monkeypox Inoculation Plan A to Monkeypox Inoculation Plan B has been a smashing success—at least, if you ask federal officials.",True
10.1056/nejmoa1817307,70283860,news,"Effectiveness of Monkeypox Vaccine Is Questionable, Especially When the Virus Has Mutated",https://www.newsbreak.com/news/2746780117146/effectiveness-of-monkeypox-vaccine-is-questionable-especially-when-the-virus-has-mutated,15/09/2022,"| Shin | NewsBreak Original But they are the best we’ve got. If there’s anything unusual about the current monkeypox outbreak — now over 60,000 cases in more than 100 countries — it’s its diverse spread worldwide.",True
10.1056/nejmoa1817307,70283860,news,How Well Does the Monkeypox Vaccine Work?,https://www.realhealthmag.com/article/monkeypox-vaccine-work,20/10/2022,"Studies suggest that the Jynneos vaccine offers substantial protection, but more real-world research is needed.",True
10.1056/nejmoa1817307,70283860,news,How Effective Are Monkeypox Vaccines? No One Actually Knows,https://original.newsbreak.com/@shin-jie-yong-561334/2819113461228-how-effective-are-monkeypox-vaccines-no-one-actually-knows,10/11/2022,"rawpixel.com If there’s anything unusual about the current monkeypox outbreak — now over 79,000 cases in more than 100 countries — it’s its diverse yet limited spread worldwide.",True
10.1056/nejmoa1817307,70283860,news,Opinion: Effectiveness of Monkeypox Vaccines Are Questionable,https://original.newsbreak.com/@shin-jie-yong-561334/2819113461228-opinion-effectiveness-of-monkeypox-vaccines-are-questionable,16/11/2022,"rawpixel.com If there’s anything unusual about the current monkeypox outbreak — now over 79,000 cases in more than 100 countries — it’s its diverse yet limited spread worldwide.",True
10.1056/nejmoa1817307,70283860,policy,"WHO advisory committee on variola virus research: report of the twenty-second meeting, Geneva, 4-5 November 2020",https://iris.who.int/bitstream/10665/341197/1/9789240023147-eng.pdf,07/05/2021,,True
10.1056/nejmoa1817307,70283860,policy,"Vaccines and immunization for monkeypox: interim guidance, 14 June 2022",https://iris.who.int/bitstream/10665/356120/1/who-mpx-immunization-2022.1-eng.pdf,14/06/2022,,True
10.1056/nejmoa1817307,70283860,policy,"Vaccines and immunization for monkeypox: interim guidance, 24 August 2022",https://iris.who.int/bitstream/10665/361894/1/who-mpx-immunization-2022.2-eng.pdf,24/08/2022,,True
10.1056/nejmoa1817307,70283860,policy,"Background document for the SAGE October 2022 session on monkeypox vaccines: background document to the Vaccines and immunization for monkeypox interim guidance, 16 November 2022",https://iris.who.int/bitstream/10665/364528/1/who-mpx-immunization-background-2022.3-eng.pdf,16/11/2022,,True
10.1056/nejmoa1817307,70283860,policy,"Vaccines and immunization for monkeypox: interim guidance, 16 November 2022",https://iris.who.int/bitstream/10665/364527/1/who-mpx-immunization-2022.3-eng.pdf,16/11/2022,,True
10.1056/nejmoa1817307,70283860,policy,"Weekly Epidemiological Record, 2024, vol. 99, 34 [‎full issue]‎",https://iris.who.int/bitstream/10665/378522/1/wer9934-eng-fre.pdf,23/08/2024,,True
10.1056/nejmoa1817307,70283860,policy,Safety monitoring of mpox vaccines using cohort event monitoring: a WHO protocol,https://iris.who.int/bitstream/10665/379659/1/9789240104068-eng.pdf,02/12/2024,,True
10.1056/nejmoa1817307,70283860,patent,RECOMBINANT MVA VIRUSES FOR INTRAPERITONEAL ADMINISTRATION FOR TREATING CANCER,https://app.dimensions.ai/details/patent/wo-2023118508-a1,29/06/2023,"The invention relates to methods for treating cancer and/or increasing the survival of a cancer patient. The composition comprises a recombinant MVA encoding a Tumor Associated Antigen (""TAA"") as well as 4-1BBL and/or CD40L and is administered to a subj...",True
10.1056/nejmoa1817307,70283860,wikipedia,Smallpox vaccine,http://en.wikipedia.org/?diff=prev&oldid=926211161#altmetric_citation_988b2201-5b55-45d7-bf23-78de2c9c82d9,14/11/2019,The smallpox vaccine was the first vaccine to be developed against a contagious disease.,True
10.1017/9781108692137,94399345,blogs,Solidarity in a Hierarchical World? Rethinking the Ethics of Global Health Governance,https://www.e-ir.info/2024/07/27/solidarity-in-a-hierarchical-world-rethinking-the-ethics-of-global-health-governance,27/07/2024,Writing the pre-existing hierarchies of the international order out of our theorising risks reinscribing these hierarchies anew.,True
10.1093/milmed/usz181,65025715,news,Monkeypox in Australia: what is it and how can we prevent spread?,https://www.miragenews.com/monkeypox-in-australia-what-is-it-and-how-can-786154,20/05/2022,"CDC/Wikimedia Two cases of monkeypox have been detected in Australia, following reported cases in several European countries.",True
10.1093/milmed/usz181,65025715,news,MIL-Evening Report: Monkeypox in Australia: what is it and how can we prevent the spread?,https://foreignaffairs.co.nz/2022/05/20/mil-evening-report-monkeypox-in-australia-what-is-it-and-how-can-we-prevent-the-spread,20/05/2022,"– By C Raina MacIntyre, Professor of Global Biosecurity, NHMRC Principal Research Fellow, Head, Biosecurity Program, Kirby Institute, UNSW Sydney of monkeypox have been detected in Australia, following reported cases in.",True
10.1093/milmed/usz181,65025715,news,Monkeypox in Australia: what is it and how can we prevent the spread?,https://theconversation.com/monkeypox-in-australia-what-is-it-and-how-can-we-prevent-the-spread-183526,20/05/2022,"Two cases of monkeypox have been detected in Australia, following reported cases in several European countries.",True
10.1093/milmed/usz181,65025715,news,Monkeypox in Australia: what is it and how can we prevent the spread?,https://globaladvisors.biz/2022/05/20/monkeypox-in-australia-what-is-it-and-how-can-we-prevent-the-spread,20/05/2022,"CDC/Wikimedia Two cases of monkeypox have been detected in Australia, following reported cases in several European countries.",True
10.1093/milmed/usz181,65025715,news,Monkeypox in Australia: what is it and how can we prevent the spread?,http://www.sydneysun.com/news/272558624/monkeypox-in-australia-what-is-it-and-how-can-we-prevent-the-spread,20/05/2022,"Two cases of monkeypox have been detected in Australia, following reported cases in several European countries.",True
10.1093/milmed/usz181,65025715,news,Monkeypox in Australia: what is it and how can we prevent the spread?,https://au.news.yahoo.com/monkeypox-australia-prevent-spread-082634722.html,20/05/2022,"Two cases of monkeypox have been detected in Australia, following reported cases in several European countries.",True
10.1093/milmed/usz181,65025715,news,Monkeypox in Australia: What is it and how can we prevent the spread?,https://medicalxpress.com/news/2022-05-monkeypox-australia.html?src_id=alt,20/05/2022,"Credit: CDC/Wikimedia Two cases of monkeypox have been detected in Australia, following reported cases in several European countries.",True
10.1093/milmed/usz181,65025715,news,Video Health authorities call for calm amid monkeypox spread. These are the symptoms you need to look out for,https://7news.com.au/news/public-health/monkeypox-has-made-it-to-australia-so-what-is-it-and-how-can-we-prevent-the-spread-of-the-virus-c-6880684,20/05/2022,"Two cases of monkeypox have been detected in Australia, following reported cases in several European countries.",True
10.1093/milmed/usz181,65025715,news,Monkeypox in Australia: What is it and how can we prevent the spread?,https://todayuknews.com/health/monkeypox-in-australia-what-is-it-and-how-can-we-prevent-the-spread,21/05/2022,"Credit: CDC/Wikimedia Two cases of monkeypox have been detected in Australia, following reported cases in several European countries.",True
