first_order_doi,altmetric_id,source_type,title,unique_identifier,posted_on,summary,lang_checked
10.1056/nejmoa1817307,70283860,news,Vaccine Effective Against Smallpox in Military: Pivotal Trial,http://www.medscape.com/viewarticle/921513?src=rss,20/11/2019,NEW YORK (Reuters Health) - The modified vaccinia Ankara (MVA) vaccine protected against variola infection among members of the U.S.,True
10.1056/nejmoa1817307,70283860,news,Should I be worried about monkeypox? A doctor answers questions on outbreak,https://www.cbsnews.com/news/monkeypox-outbreak-symptoms-vaccine-doctor-answers-questions,28/06/2022,The World Health Organization said June 25 that monkeypox wasn't yet a public health emergency of international concern.,True
10.1056/nejmoa1817307,70283860,news,Should I be worried about monkeypox? A doctor answers questions on outbreak,https://dnyuz.com/2022/06/28/should-i-be-worried-about-monkeypox-a-doctor-answers-questions-on-outbreak,29/06/2022,The World Health Organization said June 25 that monkeypox wasn’t yet a public health emergency of international concern.,True
10.1056/nejmoa1817307,70283860,news,What You Need to Know About Monkeypox,https://khn.org/news/article/monkeypox-faq-facts-what-you-need-to-know,29/06/2022,The World Health Organization said June 25 that monkeypox wasn’t yet a public health emergency of international concern.,True
10.1056/nejmoa1817307,70283860,news,Should I be worried about monkeypox? A doctor answers questions as the outbreak spreads,https://www.cbsnews.com/miami/news/monkeypox-outbreak-symptoms-vaccine-doctor-answers-questions,29/06/2022,Public health expert on growing concerns about monkeypox outbreak 06:11 The World Health Organization said June 25 that monkeypox wasn't yet a public health emergency of international concern.,True
10.1056/nejmoa1817307,70283860,news,What you need to know about monkeypox,https://www.news-medical.net/news/20220629/what-you-need-to-know-about-monkeypox.aspx?alm_mvr=0,29/06/2022,Public health expert on growing concerns about monkeypox outbreakPlay The World Health Organization said June 25 that monkeypox wasn't yet a public health emergency of international concern.,True
10.1056/nejmoa1817307,70283860,news,What you need to know about monkeypox,https://www.wlrn.org/news/2022-06-29/what-you-need-to-know-about-monkeypox,29/06/2022,The World Health Organization said June 25 that monkeypox wasn’t yet a public health emergency of international concern.,True
10.1056/nejmoa1817307,70283860,news,What you need to know about monkeypox,https://news.yahoo.com/know-monkeypox-203027908.html,29/06/2022,"With multiple strains detected in 26 states, what should—and shouldn’t—alarm us about the monkeypox virus? The World Health Organization said June 25 that monkeypox wasn’t yet a public health emergency of international concern.More than 4,500...",True
10.1056/nejmoa1817307,70283860,news,What you need to know about monkeypox,https://www.bradenton.com/news/local/health-care/article263050438.html#storylink=rss,30/06/2022,The World Health Organization said June 25 that monkeypox wasn’t yet a public health emergency of international concern.,True
10.1056/nejmoa1817307,70283860,news,What you need to know about monkeypox,https://www.kentucky.com/news/health-and-medicine/article263050438.html#storylink=rss,30/06/2022,The World Health Organization said June 25 that monkeypox wasn’t yet a public health emergency of international concern.,True
10.1056/nejmoa1817307,70283860,news,What you need to know about monkeypox,https://www.tri-cityherald.com/news/business/health-care/article263050438.html#storylink=rss,30/06/2022,The World Health Organization said June 25 that monkeypox wasn’t yet a public health emergency of international concern.,True
10.1056/nejmoa1817307,70283860,news,What you need to know about monkeypox,https://www.sanluisobispo.com/news/health-and-medicine/article263050438.html#storylink=rss,30/06/2022,The World Health Organization said June 25 that monkeypox wasn’t yet a public health emergency of international concern.,True
10.1056/nejmoa1817307,70283860,news,What You Need to Know About Monkeypox,https://www.scientificamerican.com/article/what-you-need-to-know-about-monkeypox,30/06/2022,The World Health Organization said June 25 that monkeypox wasnt yet a public health emergency of international concern.,True
10.1056/nejmoa1817307,70283860,news,What you need to know about monkeypox,https://medicalxpress.com/news/2022-06-monkeypox-1.html?src_id=alt,30/06/2022,The World Health Organization said June 25 that monkeypox wasn't yet a public health emergency of international concern.,True
10.1056/nejmoa1817307,70283860,news,What You Need to Know About Monkeypox,https://www.govexec.com/workforce/2022/07/what-you-need-know-about-monkeypox/368800,01/07/2022,"For now, monkeypox poses a low risk to the U.S. public, but it could become a problem if the spread is left unchecked.",True
10.1056/nejmoa1817307,70283860,news,There’s a shortage of monkeypox vaccine. Could one dose instead of two suffice?,https://www.science.org/content/article/there-s-shortage-monkeypox-vaccine-could-one-dose-instead-two-suffice,01/07/2022,"As the monkeypox outbreak grows, the preferred vaccine to combat it is in short supply—a problem that’s only getting worse now that countries are expanding access to the vaccine.",True
10.1056/nejmoa1817307,70283860,news,What you need to know about monkeypox,https://www.sentinelsource.com/news/national_world/what-you-need-to-know-about-monkeypox/article_1ac9c9cf-83eb-562d-b9ba-e6d6b6d384a6.html,02/07/2022,The World Health Organization said June 25 that monkeypox wasn’t yet a public health emergency of international concern.,True
10.1056/nejmoa1817307,70283860,news,Here’s the latest on the monkeypox outbreak,https://www.tampabay.com/news/health/2022/07/05/everything-you-need-to-know-about-the-monkeypox-outbreak/?itm_source=parsely-api,06/07/2022,The World Health Organization said June 25 that monkeypox wasn’t yet a public health emergency of international concern.,True
10.1056/nejmoa1817307,70283860,news,The mystery virus that protects against monkeypox,https://www.jagonews24.com/en/feature/news/62955,26/07/2022,"At the turn of the 19th Century, a bizarre medical panic swept across London. Informative pamphlets were distributed.",True
10.1056/nejmoa1817307,70283860,news,"U.S. to Distribute 800,000 Doses of Monkeypox Vaccine",https://dnyuz.com/2022/07/27/u-s-to-distribute-800000-doses-of-monkeypox-vaccine,27/07/2022,"Easing a shortfall that has plagued the fight against monkeypox for weeks, the Food and Drug Administration announced on Wednesday that it had cleared nearly 800,000 additional doses of vaccine for use.",True
10.1056/nejmoa1817307,70283860,news,"U.S. to Distribute 800,000 Doses of Monkeypox Vaccine",https://trueviralnews.com/127448-u-s-to-distribute-800-000-doses-of-monkeypox-vaccine.html,27/07/2022,The Food and Drug Administration said on Wednesday that it had cleared more than one million additional doses of vaccine for use.,True
10.1056/nejmoa1817307,70283860,news,"US to distribute 800,000 doses of monkeypox vaccine",https://www.straitstimes.com/world/united-states/us-to-distribute-800000-doses-of-monkeypox-vaccine,28/07/2022,"NEW YORK (NYTIMES) - Easing a shortfall that has plagued the fight against monkeypox for weeks, the US Food and Drug Administration (FDA) announced Wednesday (July 27) that it had cleared nearly 800,000 additional doses of vaccine for use.",True
10.1056/nejmoa1817307,70283860,news,"US to Distribute 800,000 Doses of Monkeypox Vaccine",https://awsforwp.com/2022/07/28/us-to-distribute-800000-doses-of-monkeypox-vaccine,28/07/2022,"Skip to content Easing a shortfall that has plagued the fight against monkeypox for weeks, the Food and Drug Administration announced on Wednesday that it had cleared nearly 800,000 additional doses of vaccine for use.",True
10.1056/nejmoa1817307,70283860,news,"US distributes 800,000 doses of Monkeypox vaccine",https://woodzog.com/us-distributes-800000-doses-of-monkeypox-vaccine,28/07/2022,"Alleviating a shortage that has plagued the fight against monkey pox for weeks, the Food and Drug Administration has announced announced on Wednesday that it had approved nearly 800,000 additional doses of vaccine for use.",True
10.1056/nejmoa1817307,70283860,news,"Three Pressing Questions About Monkeypox: Spread, Vaccination, Treatment",https://dnyuz.com/2022/07/29/three-pressing-questions-about-monkeypox-spread-vaccination-treatment,29/07/2022,"Monkeypox, once a relatively obscure virus endemic to Africa, has bloomed into a global threat, infecting more than 20,000 people in 75 countries and forcing the World Health Organization to declare a worldwide health emergency.",True
10.1056/nejmoa1817307,70283860,news,"Three Pressing Questions About Monkeypox: Spread, Vaccination, Treatment",https://theworldbusinessnews.com/three-pressing-questions-about-monkeypox-spread-vaccination-treatment,29/07/2022,"Monkeypox, once a relatively obscure virus endemic to Africa, has bloomed into a global threat, infecting more than 20,000 people in 75 countries and forcing the World Health Organization to declare a worldwide health emergency.",True
10.1056/nejmoa1817307,70283860,news,"Three Pressing Questions About Monkeypox: Spread, Vaccination, Treatment",https://awsforwp.com/2022/07/29/three-pressing-questions-about-monkeypox-spread-vaccination-treatment,29/07/2022,"Monkeypox, once a relatively obscure virus endemic to Africa, has bloomed into a global threat, infecting more than 20,000 people in 75 countries and forcing the World Health Organization to declare a worldwide health emergency.",True
10.1056/nejmoa1817307,70283860,news,"Three Pressing Questions About Monkeypox: Spread, Vaccination, Treatment",https://trueviralnews.com/128144-three-pressing-questions-about-monkeypox-spread-vaccination-treatment.html,29/07/2022,"The World Health Organization declared a global health emergency after Monkeypox, once a relatively obscure virus endemic to Africa, became a global threat.",True
10.1056/nejmoa1817307,70283860,news,"U.S. to Distribute 800,000 Doses of Monkeypox Vaccine",https://globalonlinemony.com/u-s-to-distribute-800000-doses-of-monkeypox-vaccine,31/07/2022,"Easing a shortfall that has plagued the combat in opposition to monkeypox for weeks, the Meals and Drug Administration announced on Wednesday that it had cleared almost 800,000 further doses of vaccine to be used.",True
10.1056/nejmoa1817307,70283860,news,Everything you need to know about the monkeypox vaccines,https://www.technologyreview.com/2022/08/03/1056649/everything-know-monkeypox-vaccines,03/08/2022,"The global outbreak of monkeypox has so far led to more than 24,000 cases in over 80 countries, and the World Health Organization has warned that the window of opportunity to contain the disease and prevent it from becoming endemic outside Africa is...",True
10.1056/nejmoa1817307,70283860,news,"Monkeypox vaccines: A virologist answers 6 questions about how they work, who can get them and how well they prevent infection",https://www.houstonchronicle.com/news/article/monkeypox-vaccines-a-virologist-answers-6-17352401.php,04/08/2022,"(The Conversation is an independent and nonprofit source of news, analysis and commentary from academic experts.) (THE CONVERSATION) Monkeypox isn’t going to be the next COVID-19.",True
10.1056/nejmoa1817307,70283860,news,"Monkeypox vaccines: A virologist answers 6 questions about how they work, who can get them and how well they prevent infection",https://www.ncadvertiser.com/news/article/monkeypox-vaccines-a-virologist-answers-6-17352401.php,04/08/2022,"(The Conversation is an independent and nonprofit source of news, analysis and commentary from academic experts.) (THE CONVERSATION) Monkeypox isn’t going to be the next COVID-19.",True
10.1056/nejmoa1817307,70283860,news,"Monkeypox vaccines: A virologist answers 6 questions about how they work, who can get them and how well they prevent infection",https://news.yahoo.com/monkeypox-vaccines-virologist-answers-6-204437027.html,04/08/2022,"Monkeypox isn’t going to be the next COVID-19. But with the outbreak having bloomed to thousands of infections, with cases in nearly every state, on Aug.",True
10.1056/nejmoa1817307,70283860,news,"Monkeypox vaccines: A virologist answers 6 questions about how they work, who can get them and how well they prevent infection",https://bismarcktribune.com/news/science/monkeypox-vaccines-a-virologist-answers-6-questions-about-how-they-work-who-can-get-them/article_7ce6991b-138e-5698-8ccc-1269c38bada5.html,04/08/2022,"(The Conversation is an independent and nonprofit source of news, analysis and commentary from academic experts.) Maureen Ferran, Rochester Institute of Technology (THE CONVERSATION) Monkeypox isn’t going to be the next COVID-19.",True
10.1056/nejmoa1817307,70283860,news,"Monkeypox vaccines: A virologist answers 6 questions about how they work, who can get them and how well they prevent infection",https://rapidcityjournal.com/news/science/monkeypox-vaccines-a-virologist-answers-6-questions-about-how-they-work-who-can-get-them/article_f3331f66-0a49-5cbb-b656-6b81dd856427.html,04/08/2022,"(The Conversation is an independent and nonprofit source of news, analysis and commentary from academic experts.) Maureen Ferran, Rochester Institute of Technology (THE CONVERSATION) Monkeypox isn’t going to be the next COVID-19.",True
10.1056/nejmoa1817307,70283860,news,"Monkeypox vaccines: A virologist answers 6 questions about how they work, who can get them and how well they prevent infection",https://beatricedailysun.com/news/science/monkeypox-vaccines-a-virologist-answers-6-questions-about-how-they-work-who-can-get-them/article_847bdfca-394b-5db8-8b28-86adf03b6da8.html,04/08/2022,"(The Conversation is an independent and nonprofit source of news, analysis and commentary from academic experts.) Maureen Ferran, Rochester Institute of Technology (THE CONVERSATION) Monkeypox isn’t going to be the next COVID-19.",True
10.1056/nejmoa1817307,70283860,news,"Monkeypox vaccines: A virologist answers 6 questions about how they work, who can get them and how well they prevent infection",https://columbustelegram.com/news/science/monkeypox-vaccines-a-virologist-answers-6-questions-about-how-they-work-who-can-get-them/article_1def2a4e-cceb-531b-869a-25194516e449.html,04/08/2022,"(The Conversation is an independent and nonprofit source of news, analysis and commentary from academic experts.) Maureen Ferran, Rochester Institute of Technology (THE CONVERSATION) Monkeypox isn’t going to be the next COVID-19.",True
10.1056/nejmoa1817307,70283860,news,"Monkeypox vaccines: A virologist answers 6 questions about how they work, who can get them and how well they prevent infection",https://globaladvisors.biz/2022/08/04/monkeypox-vaccines-a-virologist-answers-6-questions-about-how-they-work-who-can-get-them-and-how-well-they-prevent-infection,04/08/2022,The Jynneos monkeypox vaccine provides strong protection against infection but is in short supply.,True
10.1056/nejmoa1817307,70283860,news,"Monkeypox vaccines: A virologist answers 6 questions about how they work, who can get them and how well they prevent infection",https://thesouthern.com/news/science/monkeypox-vaccines-a-virologist-answers-6-questions-about-how-they-work-who-can-get-them/article_8ea2d168-6406-5740-b660-207fd0be0d5d.html,04/08/2022,"(The Conversation is an independent and nonprofit source of news, analysis and commentary from academic experts.) Maureen Ferran, Rochester Institute of Technology (THE CONVERSATION) Monkeypox isn’t going to be the next COVID-19.",True
10.1056/nejmoa1817307,70283860,news,Virologist tackles monkeypox vaccine questions,https://www.alternet.org/2022/08/virologist-tackles-monkeypox-vaccine-questions,04/08/2022,"Monkeypox isn’t going to be the next COVID-19. But with the outbreak having bloomed to thousands of infections, with cases in nearly every state, on Aug.",True
10.1056/nejmoa1817307,70283860,news,"Monkeypox vaccines: A virologist answers 6 questions about how they work, who can get them and how well they prevent infection",https://tucson.com/news/science/monkeypox-vaccines-a-virologist-answers-6-questions-about-how-they-work-who-can-get-them/article_f05968f7-33c8-59e1-acbb-1b71b37c377d.html,04/08/2022,"(The Conversation is an independent and nonprofit source of news, analysis and commentary from academic experts.) (THE CONVERSATION) Monkeypox isn’t going to be the next COVID-19.",True
10.1056/nejmoa1817307,70283860,news,Monkeypox vaccines: A virologist answers 6 questions,https://www.newsbreak.com/news/2697261431549/monkeypox-vaccines-a-virologist-answers-6-questions,08/08/2022,The Jynneos monkeypox vaccine provides strong protection against infection but is in short supply.,True
10.1056/nejmoa1817307,70283860,news,"Monkeypox vaccines: A virologist answers 6 questions about how they work, who can get them and how well they prevent infection",https://kiowacountypress.net/content/monkeypox-vaccines-virologist-answers-6-questions-about-how-they-work-who-can-get-them-and,05/08/2022,The Jynneos monkeypox vaccine provides strong protection against infection but is in short supply.,True
10.1056/nejmoa1817307,70283860,news,Should Everyone Get a Monkeypox Vaccine?,https://health.howstuffworks.com/wellness/preventive-care/monkeypox-vaccine-news.htm,05/08/2022,"Monkeypox isn't going to be the next COVID-19. But with the outbreak having bloomed to thousands of infections, with cases in nearly every state, on Aug.",True
10.1056/nejmoa1817307,70283860,news,Why Monkeypox Vaccine Shortage May Threaten the Immunocompromised,https://dnyuz.com/2022/08/05/why-monkeypox-vaccine-shortage-may-threaten-the-immunocompromised,05/08/2022,"The shortfall of monkeypox vaccine doses in the United States, expected to last for months, is raising urgent questions about how well and for how long a single shot may protect against the virus.",True
10.1056/nejmoa1817307,70283860,news,Why Monkeypox Vaccine Shortage May Threaten the Immunocompromised,https://globalonlinemony.com/why-monkeypox-vaccine-shortage-may-threaten-the-immunocompromised,05/08/2022,"The shortfall of monkeypox vaccine doses in the USA, anticipated to final for months, is elevating pressing questions on how effectively and for a way lengthy a single shot could shield in opposition to the virus.",True
10.1056/nejmoa1817307,70283860,news,Why Monkeypox Vaccine Shortage May Threaten the Immunocompromised,https://awsforwp.com/2022/08/05/why-monkeypox-vaccine-shortage-may-threaten-the-immunocompromised,05/08/2022,"The shortfall of monkeypox vaccine doses in the United States, expected to last for months, is raising urgent questions about how well and for how long a single shot may protect against the virus.",True
10.1056/nejmoa1817307,70283860,news,Why Monkeypox Vaccine Shortage May Threaten the Immunocompromised,https://theworldbusinessnews.com/why-monkeypox-vaccine-shortage-may-threaten-the-immunocompromised,05/08/2022,"The shortfall of monkeypox vaccine doses in the United States, expected to last for months, is raising urgent questions about how well and for how long a single shot may protect against the virus.",True
10.1056/nejmoa1817307,70283860,news,How well do monkeypox vaccines prevent infection? A virologist answers 6 questions about the shots,https://www.phillyvoice.com/monkeypox-vaccines-eligibility-effective-infection-,05/08/2022,"Monkeypox isn't going to be the next COVID-19. But with the outbreak having bloomed to thousands of infections, with cases in nearly every state, on Thursday, the U.S.",True
10.1056/nejmoa1817307,70283860,news,A virologist explains how — and how well — the monkeypox vaccine works,https://www.salon.com/2022/08/06/a-virologist-explains-how-and-how-well--the-monkeypox-vaccine-works_partner,06/08/2022,"Monkeypox isn't going to be the next COVID-19. But with the outbreak having bloomed to thousands of infections, with cases in nearly every state, on Aug.",True
10.1056/nejmoa1817307,70283860,news,Monkeypox Emergency Could Change Vaccine Strategy,https://www.realhealthmag.com/article/monkeypox-emergency-change-vaccine-strategy,05/08/2022,Federal officials are considering a new administration method that splits a single Jynneos dose to vaccinate five people.,True
10.1056/nejmoa1817307,70283860,news,Do moneypox vaccines work? A virologist answers 6 key questions,https://interestingengineering.com/health/moneypox-vaccine-virologist?alm_mvr=0,07/08/2022,"https://www.istockphoto.com/photo/vaccination-for-booster-shot-for-smallpox-and-monkeypox-mpxv-doctor-with-vial-of-gm1402040044-455079432?phrase=monkeypox%20vaccine Monkeypox vaccines: A virologist answers 6 questions about how they work, who can...",True
10.1056/nejmoa1817307,70283860,news,Why Monkeypox Vaccine Shortage May Threaten the Immunocompromised,https://trueviralnews.com/130066-why-monkeypox-vaccine-shortage-may-threaten-the-immunocompromised.html,07/08/2022,Questions about how well a single shot may protect against the monkeypox virus are being raised because of the shortage of vaccine doses in the US.,True
10.1056/nejmoa1817307,70283860,news,"Monkeypox vaccines: A virologist answers 6 questions about how they work, who can get them and how well they prevent infection",https://www.wric.com/news/u-s-world/monkeypox-vaccines-a-virologist-answers-6-questions-about-how-they-work-who-can-get-them-and-how-well-they-prevent-infection,07/08/2022,"( The Conversation ) - Monkeypox isn’t going to be the next COVID-19. But with the outbreak having bloomed to thousands of infections, with cases in nearly every state, on Aug.",True
10.1056/nejmoa1817307,70283860,news,"Monkeypox vaccines: A virologist answers 6 questions about how they work, who can get them and how well they prevent infection",https://kdvr.com/news/nationalworld-news/monkeypox-vaccines-a-virologist-answers-6-questions-about-how-they-work-who-can-get-them-and-how-well-they-prevent-infection,07/08/2022,"Please enter a search term. Please enter a search term. Posted: Aug 7, 2022 / 02:00 PM MDT Updated: Aug 7, 2022 / 02:00 PM MDT Posted: Aug 7, 2022 / 02:00 PM MDT Updated: Aug 7, 2022 / 02:00 PM MDT (The Conversation) – Monkeypox isn’t going to be...",True
10.1056/nejmoa1817307,70283860,news,6 questions about Monkeypox vaccines,https://www.informnny.com/news/health-news/monkeypox-vaccines-a-virologist-answers-6-questions-about-how-they-work-who-can-get-them-and-how-well-they-prevent-infection,07/08/2022,"(The Conversation) – Monkeypox isn’t going to be the next COVID-19. But with the outbreak having bloomed to thousands of infections, with cases in nearly every state, on Aug.",True
10.1056/nejmoa1817307,70283860,news,"Monkeypox vaccines: A virologist answers 6 questions about how they work, who can get them and how well they prevent infection",https://www.centralillinoisproud.com/news/national/monkeypox-vaccines-a-virologist-answers-6-questions-about-how-they-work-who-can-get-them-and-how-well-they-prevent-infection,07/08/2022,"(The Conversation) – Monkeypox isn’t going to be the next COVID-19. But with the outbreak having bloomed to thousands of infections, with cases in nearly every state, on Aug.",True
10.1056/nejmoa1817307,70283860,news,6 questions about Monkeypox vaccines,https://www.krqe.com/news/national/monkeypox-vaccines-a-virologist-answers-6-questions-about-how-they-work-who-can-get-them-and-how-well-they-prevent-infection,07/08/2022,"(The Conversation) – Monkeypox isn’t going to be the next COVID-19. But with the outbreak having bloomed to thousands of infections, with cases in nearly every state, on Aug.",True
10.1056/nejmoa1817307,70283860,news,6 questions about Monkeypox vaccines,https://www.tristatehomepage.com/news/national-world/monkeypox-vaccines-a-virologist-answers-6-questions-about-how-they-work-who-can-get-them-and-how-well-they-prevent-infection,07/08/2022,"(The Conversation) – Monkeypox isn’t going to be the next COVID-19. But with the outbreak having bloomed to thousands of infections, with cases in nearly every state, on Aug.",True
10.1056/nejmoa1817307,70283860,news,6 questions about Monkeypox vaccines,https://www.wtnh.com/news/national/monkeypox-vaccines-a-virologist-answers-6-questions-about-how-they-work-who-can-get-them-and-how-well-they-prevent-infection,07/08/2022,"(The Conversation) – Monkeypox isn’t going to be the next COVID-19. But with the outbreak having bloomed to, on Aug.",True
10.1056/nejmoa1817307,70283860,news,6 questions about Monkeypox vaccines,https://www.kxnet.com/news/national-news/monkeypox-vaccines-a-virologist-answers-6-questions-about-how-they-work-who-can-get-them-and-how-well-they-prevent-infection,07/08/2022,"(The Conversation) – Monkeypox isn’t going to be the next COVID-19. But with the outbreak having bloomed to thousands of infections, with cases in nearly every state, on Aug.",True
10.1056/nejmoa1817307,70283860,news,6 questions about Monkeypox vaccines,https://www.wjhl.com/news/national/monkeypox-vaccines-a-virologist-answers-6-questions-about-how-they-work-who-can-get-them-and-how-well-they-prevent-infection,07/08/2022,"(The Conversation) – Monkeypox isn’t going to be the next COVID-19. But with the outbreak having bloomed to thousands of infections, with cases in nearly every state, on Aug.",True
10.1056/nejmoa1817307,70283860,news,6 questions about Monkeypox vaccines,https://www.myarklamiss.com/news/monkeypox-vaccines-a-virologist-answers-6-questions-about-how-they-work-who-can-get-them-and-how-well-they-prevent-infection,07/08/2022,"(The Conversation) – Monkeypox isn’t going to be the next COVID-19. But with the outbreak having bloomed to thousands of infections, with cases in nearly every state, on Aug.",True
10.1056/nejmoa1817307,70283860,news,"Monkeypox vaccines: A virologist answers 6 questions about how they work, who can get them and how well they prevent infection",https://www.kget.com/national-news/monkeypox-vaccines-a-virologist-answers-6-questions-about-how-they-work-who-can-get-them-and-how-well-they-prevent-infection,07/08/2022,"(The Conversation) – Monkeypox isn’t going to be the next COVID-19. But with the outbreak having bloomed to thousands of infections, with cases in nearly every state, on Aug.",True
10.1056/nejmoa1817307,70283860,news,"Monkeypox vaccines: A virologist answers 6 questions about how they work, who can get them and how well they prevent infection",https://www.everythinglubbock.com/news/national/monkeypox-vaccines-a-virologist-answers-6-questions-about-how-they-work-who-can-get-them-and-how-well-they-prevent-infection,07/08/2022,"( The Conversation ) - Monkeypox isn’t going to be the next COVID-19. But with the outbreak having bloomed to thousands of infections, with cases in nearly every state, on Aug.",True
10.1056/nejmoa1817307,70283860,news,6 questions about Monkeypox vaccines,https://www.yourerie.com/news/monkeypox-vaccines-a-virologist-answers-6-questions-about-how-they-work-who-can-get-them-and-how-well-they-prevent-infection,07/08/2022,"(The Conversation) – Monkeypox isn’t going to be the next COVID-19. But with the outbreak having bloomed to, on Aug.",True
10.1056/nejmoa1817307,70283860,news,6 questions about Monkeypox vaccines,https://www.koin.com/news/monkeypox-vaccines-a-virologist-answers-6-questions-about-how-they-work-who-can-get-them-and-how-well-they-prevent-infection,07/08/2022,"(The Conversation) – Monkeypox isn’t going to be the next COVID-19. But with the outbreak having bloomed to thousands of infections, with cases in nearly every state, on Aug.",True
10.1056/nejmoa1817307,70283860,news,6 questions about Monkeypox vaccines,https://www.wearecentralpa.com/news/monkeypox-vaccines-a-virologist-answers-6-questions-about-how-they-work-who-can-get-them-and-how-well-they-prevent-infection,07/08/2022,"(The Conversation) – Monkeypox isn’t going to be the next COVID-19. But with the outbreak having bloomed to thousands of infections, with cases in nearly every state, on Aug.",True
10.1056/nejmoa1817307,70283860,news,6 questions about Monkeypox vaccines,https://www.wnct.com/news/monkeypox-vaccines-a-virologist-answers-6-questions-about-how-they-work-who-can-get-them-and-how-well-they-prevent-infection,07/08/2022,"(The Conversation) – Monkeypox isn’t going to be the next COVID-19. But with the outbreak having bloomed to thousands of infections, with cases in nearly every state, on Aug.",True
10.1056/nejmoa1817307,70283860,news,"Monkeypox vaccines: A virologist answers 6 questions about how they work, who can get them and how well they prevent infection",https://www.wjtv.com/living-local/focused-on-health/monkeypox-vaccines-a-virologist-answers-6-questions-about-how-they-work-who-can-get-them-and-how-well-they-prevent-infection,07/08/2022,"(The Conversation) – Monkeypox isn’t going to be the next COVID-19. But with the outbreak having bloomed to thousands of infections, with cases in nearly every state, on Aug.",True
10.1056/nejmoa1817307,70283860,news,"Monkeypox vaccines: A virologist answers 6 questions about how they work, who can get them and how well they prevent infection",https://wgntv.com/news/nexstar-media-wire/monkeypox-vaccines-a-virologist-answers-6-questions-about-how-they-work-who-can-get-them-and-how-well-they-prevent-infection,07/08/2022,"(The Conversation) – Monkeypox isn’t going to be the next COVID-19. But with the outbreak having bloomed to thousands of infections, with cases in nearly every state, on Aug.",True
10.1056/nejmoa1817307,70283860,news,Monkeypox vaccines: A virologist answers 6 questions ...,https://www.wboy.com/news/health/monkeypox-vaccines-a-virologist-answers-6-questions-about-how-they-work-who-can-get-them-and-how-well-they-prevent-infection,07/08/2022,"(The Conversation) – Monkeypox isn’t going to be the next COVID-19. But with the outbreak having bloomed to thousands of infections, with cases in nearly every state, on Aug.",True
10.1056/nejmoa1817307,70283860,news,"Monkeypox vaccines: How they work, who can get them and how well they prevent infection",https://www.wbtw.com/health/monkeypox-vaccines-a-virologist-answers-6-questions-about-how-they-work-who-can-get-them-and-how-well-they-prevent-infection,07/08/2022,"(The Conversation) — Monkeypox isn’t going to be the next COVID-19, but with the outbreak having bloomed to thousands of infections, with cases in nearly every state, the U.S.",True
10.1056/nejmoa1817307,70283860,news,6 questions about monkeypox vaccines,https://ktla.com/news/monkeypox-vaccines-a-virologist-answers-6-questions-about-how-they-work-who-can-get-them-and-how-well-they-prevent-infection,07/08/2022,"Monkeypox isn’t going to be the next COVID-19. But with the outbreak having bloomed to thousands of infections, with cases in nearly every state, on Aug.",True
10.1056/nejmoa1817307,70283860,news,6 questions about Monkeypox vaccines,https://www.wearegreenbay.com/news/national/monkeypox-vaccines-a-virologist-answers-6-questions-about-how-they-work-who-can-get-them-and-how-well-they-prevent-infection,07/08/2022,"(The Conversation) – Monkeypox isn’t going to be the next COVID-19. But with the outbreak having bloomed to thousands of infections, with cases in nearly every state, on Aug.",True
10.1056/nejmoa1817307,70283860,news,6 Questions About Monkeypox Vaccines,https://www.scientificamerican.com/article/6-questions-about-monkeypox-vaccines,08/08/2022,"The following essay is reprinted with permission from The Conversation, an online publication covering the latest research.",True
10.1056/nejmoa1817307,70283860,news,America’s New Monkeypox Strategy Rests on a Single Study,https://www.theatlantic.com/health/archive/2022/08/monkeypox-vaccine-splitting-doses-fda-gamble/671100,10/08/2022,"Once again, the United States is messing up its approach to vaccines. Three months into its monkeypox outbreak, just 620,000 doses of the two-injection Jynneos shot—the nation’s current best immune defense against the virus—have been shipped to...",True
10.1056/nejmoa1817307,70283860,news,America’s New Monkeypox Vaccine Strategy Rests on a Single Study,https://awsforwp.com/2022/08/10/americas-new-monkeypox-vaccine-strategy-rests-on-a-single-study,10/08/2022,"Once again, the United States is messing up its approach to vaccines. Three months into its monkeypox outbreak, just 620,000 doses of the two-injection Jynneos shot—the nation’s current best immune defense against the virus—have been shipped to...",True
10.1056/nejmoa1817307,70283860,news,America’s New Monkeypox Strategy Rests on a Single Study,https://dnyuz.com/2022/08/10/americas-new-monkeypox-strategy-rests-on-a-single-study,10/08/2022,"Once again, the United States is messing up its approach to vaccines. Three months into its monkeypox outbreak, just 620,000 doses of the two-injection Jynneos shot—the nation’s current best immune defense against the virus—have been shipped to...",True
10.1056/nejmoa1817307,70283860,news,America’s New Monkeypox Strategy Rests on a Single Study,https://www.msn.com/en-us/money/news/america-s-new-monkeypox-strategy-rests-on-a-single-study/ar-aa10wfas?srcref=rss,10/08/2022,"Once again, the United States is messing up its approach to vaccines. Three months into its monkeypox outbreak, just 620,000 doses of the two-injection Jynneos shot—the nation’s current best immune defense against the virus—have, not nearly enough...",True
10.1056/nejmoa1817307,70283860,news,America’s New Monkeypox Strategy Rests on a Single Study,https://www.newsbreak.com/news/2700617348763/america-s-new-monkeypox-strategy-rests-on-a-single-study,10/08/2022,"Once again, the United States is messing up its approach to vaccines. Three months into its monkeypox outbreak, just 620,000 doses of the two-injection Jynneos shot—the nation’s current best immune defense against the virus—have been shipped to...",True
